0 	 Reward:  -0.001 	 Win Rate:  0.0 	 Completion:  0 	 Efficiency:  0 	 Duration:  0 	 Loss:  0 	 LR:  [1e-05] 	 Epsilon:  0.95
941500 	 Reward:  1.453 	 Win Rate:  0.0 	 Completion:  49 	 Efficiency:  39 	 Duration:  0 	 Loss:  0.6556533575057983 	 LR:  [1.6777216000000011e-06] 	 Epsilon:  0.6302494097246091
942000 	 Reward:  1.385 	 Win Rate:  0.0 	 Completion:  51 	 Efficiency:  40 	 Duration:  0 	 Loss:  0.66057288646698 	 LR:  [1.6777216000000011e-06] 	 Epsilon:  0.6302494097246091
942500 	 Reward:  1.584 	 Win Rate:  0.0 	 Completion:  49 	 Efficiency:  39 	 Duration:  0 	 Loss:  0.657812237739563 	 LR:  [1.6777216000000011e-06] 	 Epsilon:  0.6302494097246091
943000 	 Reward:  1.667 	 Win Rate:  0.0 	 Completion:  52 	 Efficiency:  40 	 Duration:  0 	 Loss:  0.6501832604408264 	 LR:  [1.6777216000000011e-06] 	 Epsilon:  0.6302494097246091
943500 	 Reward:  1.35 	 Win Rate:  0.0 	 Completion:  49 	 Efficiency:  41 	 Duration:  0 	 Loss:  0.6729730367660522 	 LR:  [1.6777216000000011e-06] 	 Epsilon:  0.6302494097246091
944000 	 Reward:  1.478 	 Win Rate:  0.0 	 Completion:  48 	 Efficiency:  38 	 Duration:  0 	 Loss:  0.669951319694519 	 LR:  [1.6777216000000011e-06] 	 Epsilon:  0.6302494097246091
944500 	 Reward:  1.38 	 Win Rate:  0.0 	 Completion:  51 	 Efficiency:  41 	 Duration:  0 	 Loss:  0.6450894474983215 	 LR:  [1.6777216000000011e-06] 	 Epsilon:  0.6302494097246091
945000 	 Reward:  1.426 	 Win Rate:  0.0 	 Completion:  49 	 Efficiency:  37 	 Duration:  0 	 Loss:  0.6641855239868164 	 LR:  [1.6777216000000011e-06] 	 Epsilon:  0.6302494097246091
945500 	 Reward:  1.397 	 Win Rate:  0.0 	 Completion:  50 	 Efficiency:  39 	 Duration:  0 	 Loss:  0.6468440890312195 	 LR:  [1.6777216000000011e-06] 	 Epsilon:  0.6302494097246091
946000 	 Reward:  1.405 	 Win Rate:  0.0 	 Completion:  51 	 Efficiency:  41 	 Duration:  0 	 Loss:  0.6672723293304443 	 LR:  [1.6777216000000011e-06] 	 Epsilon:  0.6302494097246091
946500 	 Reward:  1.306 	 Win Rate:  0.0 	 Completion:  51 	 Efficiency:  39 	 Duration:  0 	 Loss:  0.654592752456665 	 LR:  [1.6777216000000011e-06] 	 Epsilon:  0.6302494097246091
947000 	 Reward:  1.361 	 Win Rate:  0.0 	 Completion:  51 	 Efficiency:  40 	 Duration:  0 	 Loss:  0.6621410250663757 	 LR:  [1.6777216000000011e-06] 	 Epsilon:  0.6302494097246091
947500 	 Reward:  1.39 	 Win Rate:  0.0 	 Completion:  51 	 Efficiency:  39 	 Duration:  0 	 Loss:  0.6475746035575867 	 LR:  [1.6777216000000011e-06] 	 Epsilon:  0.6302494097246091
948000 	 Reward:  1.53 	 Win Rate:  0.0 	 Completion:  50 	 Efficiency:  39 	 Duration:  0 	 Loss:  0.6602829098701477 	 LR:  [1.6777216000000011e-06] 	 Epsilon:  0.6302494097246091
948500 	 Reward:  1.5 	 Win Rate:  0.0 	 Completion:  52 	 Efficiency:  41 	 Duration:  0 	 Loss:  0.6560785174369812 	 LR:  [1.6777216000000011e-06] 	 Epsilon:  0.6302494097246091
949000 	 Reward:  1.426 	 Win Rate:  0.0 	 Completion:  48 	 Efficiency:  39 	 Duration:  0 	 Loss:  0.6610424518585205 	 LR:  [1.6777216000000011e-06] 	 Epsilon:  0.6302494097246091
949500 	 Reward:  1.297 	 Win Rate:  0.0 	 Completion:  49 	 Efficiency:  38 	 Duration:  0 	 Loss:  0.6599379777908325 	 LR:  [1.6777216000000011e-06] 	 Epsilon:  0.6302494097246091
950000 	 Reward:  1.491 	 Win Rate:  0.0 	 Completion:  51 	 Efficiency:  41 	 Duration:  0 	 Loss:  0.6614558100700378 	 LR:  [1.6777216000000011e-06] 	 Epsilon:  0.6302494097246091
950500 	 Reward:  1.482 	 Win Rate:  0.0 	 Completion:  50 	 Efficiency:  40 	 Duration:  0 	 Loss:  0.6711173057556152 	 LR:  [1.6777216000000011e-06] 	 Epsilon:  0.6302494097246091
951000 	 Reward:  1.467 	 Win Rate:  0.0 	 Completion:  52 	 Efficiency:  42 	 Duration:  0 	 Loss:  0.6634175181388855 	 LR:  [1.6777216000000011e-06] 	 Epsilon:  0.6302494097246091
951500 	 Reward:  1.52 	 Win Rate:  0.0 	 Completion:  50 	 Efficiency:  41 	 Duration:  0 	 Loss:  0.6509751677513123 	 LR:  [1.6777216000000011e-06] 	 Epsilon:  0.6302494097246091
952000 	 Reward:  1.564 	 Win Rate:  0.0 	 Completion:  52 	 Efficiency:  42 	 Duration:  0 	 Loss:  0.6767183542251587 	 LR:  [1.6777216000000011e-06] 	 Epsilon:  0.6302494097246091
952500 	 Reward:  1.566 	 Win Rate:  0.0 	 Completion:  50 	 Efficiency:  41 	 Duration:  0 	 Loss:  0.6569968461990356 	 LR:  [1.6777216000000011e-06] 	 Epsilon:  0.6302494097246091
953000 	 Reward:  1.506 	 Win Rate:  0.0 	 Completion:  51 	 Efficiency:  40 	 Duration:  0 	 Loss:  0.652030348777771 	 LR:  [1.6777216000000011e-06] 	 Epsilon:  0.6302494097246091
953500 	 Reward:  1.289 	 Win Rate:  0.0 	 Completion:  51 	 Efficiency:  40 	 Duration:  0 	 Loss:  0.6566537618637085 	 LR:  [1.6777216000000011e-06] 	 Epsilon:  0.6302494097246091
954000 	 Reward:  1.499 	 Win Rate:  0.0 	 Completion:  50 	 Efficiency:  40 	 Duration:  0 	 Loss:  0.6517172455787659 	 LR:  [1.6777216000000011e-06] 	 Epsilon:  0.6302494097246091
954500 	 Reward:  1.42 	 Win Rate:  0.0 	 Completion:  49 	 Efficiency:  39 	 Duration:  0 	 Loss:  0.6455605030059814 	 LR:  [1.6777216000000011e-06] 	 Epsilon:  0.6302494097246091
955000 	 Reward:  1.382 	 Win Rate:  0.0 	 Completion:  48 	 Efficiency:  38 	 Duration:  0 	 Loss:  0.659480094909668 	 LR:  [1.6777216000000011e-06] 	 Epsilon:  0.6302494097246091
955500 	 Reward:  1.428 	 Win Rate:  0.0 	 Completion:  50 	 Efficiency:  39 	 Duration:  0 	 Loss:  0.6595171689987183 	 LR:  [1.6777216000000011e-06] 	 Epsilon:  0.6302494097246091
956000 	 Reward:  1.479 	 Win Rate:  0.0 	 Completion:  52 	 Efficiency:  40 	 Duration:  0 	 Loss:  0.650048017501831 	 LR:  [1.6777216000000011e-06] 	 Epsilon:  0.6302494097246091
956500 	 Reward:  1.314 	 Win Rate:  0.0 	 Completion:  49 	 Efficiency:  38 	 Duration:  0 	 Loss:  0.6601978540420532 	 LR:  [1.6777216000000011e-06] 	 Epsilon:  0.6302494097246091
957000 	 Reward:  1.267 	 Win Rate:  0.0 	 Completion:  50 	 Efficiency:  39 	 Duration:  0 	 Loss:  0.6462458968162537 	 LR:  [1.6777216000000011e-06] 	 Epsilon:  0.6302494097246091
957500 	 Reward:  1.446 	 Win Rate:  0.0 	 Completion:  52 	 Efficiency:  40 	 Duration:  0 	 Loss:  0.6479811072349548 	 LR:  [1.6777216000000011e-06] 	 Epsilon:  0.6302494097246091
958000 	 Reward:  1.486 	 Win Rate:  0.0 	 Completion:  49 	 Efficiency:  39 	 Duration:  0 	 Loss:  0.666579008102417 	 LR:  [1.6777216000000011e-06] 	 Epsilon:  0.6302494097246091
958500 	 Reward:  1.523 	 Win Rate:  0.0 	 Completion:  51 	 Efficiency:  40 	 Duration:  0 	 Loss:  0.6729453206062317 	 LR:  [1.6777216000000011e-06] 	 Epsilon:  0.6302494097246091
959000 	 Reward:  1.368 	 Win Rate:  0.0 	 Completion:  53 	 Efficiency:  41 	 Duration:  0 	 Loss:  0.6577482223510742 	 LR:  [1.6777216000000011e-06] 	 Epsilon:  0.6302494097246091
959500 	 Reward:  1.396 	 Win Rate:  0.0 	 Completion:  50 	 Efficiency:  39 	 Duration:  0 	 Loss:  0.655052900314331 	 LR:  [1.6777216000000011e-06] 	 Epsilon:  0.6302494097246091
960000 	 Reward:  1.322 	 Win Rate:  0.0 	 Completion:  50 	 Efficiency:  40 	 Duration:  0 	 Loss:  0.6603384017944336 	 LR:  [1.6777216000000011e-06] 	 Epsilon:  0.6302494097246091
960500 	 Reward:  1.388 	 Win Rate:  0.0 	 Completion:  52 	 Efficiency:  40 	 Duration:  0 	 Loss:  0.6551830768585205 	 LR:  [1.6777216000000011e-06] 	 Epsilon:  0.6302494097246091
961000 	 Reward:  1.517 	 Win Rate:  0.0 	 Completion:  50 	 Efficiency:  39 	 Duration:  0 	 Loss:  0.6445818543434143 	 LR:  [1.6777216000000011e-06] 	 Epsilon:  0.6302494097246091
961500 	 Reward:  1.357 	 Win Rate:  0.0 	 Completion:  49 	 Efficiency:  38 	 Duration:  0 	 Loss:  0.6431316137313843 	 LR:  [1.6777216000000011e-06] 	 Epsilon:  0.6302494097246091
962000 	 Reward:  1.29 	 Win Rate:  0.0 	 Completion:  50 	 Efficiency:  39 	 Duration:  0 	 Loss:  0.6642154455184937 	 LR:  [1.6777216000000011e-06] 	 Epsilon:  0.6302494097246091
962500 	 Reward:  1.453 	 Win Rate:  0.0 	 Completion:  51 	 Efficiency:  42 	 Duration:  0 	 Loss:  0.6369836926460266 	 LR:  [1.6777216000000011e-06] 	 Epsilon:  0.6302494097246091
963000 	 Reward:  1.389 	 Win Rate:  0.0 	 Completion:  47 	 Efficiency:  38 	 Duration:  0 	 Loss:  0.660260021686554 	 LR:  [1.6777216000000011e-06] 	 Epsilon:  0.6302494097246091
963500 	 Reward:  1.498 	 Win Rate:  0.0 	 Completion:  52 	 Efficiency:  42 	 Duration:  0 	 Loss:  0.6675788760185242 	 LR:  [1.6777216000000011e-06] 	 Epsilon:  0.6302494097246091
964000 	 Reward:  1.432 	 Win Rate:  0.0 	 Completion:  48 	 Efficiency:  37 	 Duration:  0 	 Loss:  0.6535228490829468 	 LR:  [1.6777216000000011e-06] 	 Epsilon:  0.6302494097246091
964500 	 Reward:  1.441 	 Win Rate:  0.0 	 Completion:  49 	 Efficiency:  39 	 Duration:  0 	 Loss:  0.6892669796943665 	 LR:  [1.6777216000000011e-06] 	 Epsilon:  0.6302494097246091
965000 	 Reward:  1.258 	 Win Rate:  0.0 	 Completion:  49 	 Efficiency:  37 	 Duration:  0 	 Loss:  0.6504808068275452 	 LR:  [1.6777216000000011e-06] 	 Epsilon:  0.6302494097246091
965500 	 Reward:  1.414 	 Win Rate:  0.0 	 Completion:  52 	 Efficiency:  41 	 Duration:  0 	 Loss:  0.6543964743614197 	 LR:  [1.6777216000000011e-06] 	 Epsilon:  0.6302494097246091
966000 	 Reward:  1.467 	 Win Rate:  0.0 	 Completion:  50 	 Efficiency:  39 	 Duration:  0 	 Loss:  0.6502971649169922 	 LR:  [1.6777216000000011e-06] 	 Epsilon:  0.6302494097246091
966500 	 Reward:  1.514 	 Win Rate:  0.0 	 Completion:  50 	 Efficiency:  41 	 Duration:  0 	 Loss:  0.6634801030158997 	 LR:  [1.6777216000000011e-06] 	 Epsilon:  0.6302494097246091
967000 	 Reward:  1.401 	 Win Rate:  0.0 	 Completion:  51 	 Efficiency:  41 	 Duration:  0 	 Loss:  0.6542722582817078 	 LR:  [1.6777216000000011e-06] 	 Epsilon:  0.6302494097246091
967500 	 Reward:  1.415 	 Win Rate:  0.0 	 Completion:  51 	 Efficiency:  41 	 Duration:  0 	 Loss:  0.6700999140739441 	 LR:  [1.6777216000000011e-06] 	 Epsilon:  0.6302494097246091
968000 	 Reward:  1.387 	 Win Rate:  0.0 	 Completion:  51 	 Efficiency:  40 	 Duration:  0 	 Loss:  0.6454770565032959 	 LR:  [1.6777216000000011e-06] 	 Epsilon:  0.6302494097246091
968500 	 Reward:  1.47 	 Win Rate:  0.0 	 Completion:  50 	 Efficiency:  41 	 Duration:  0 	 Loss:  0.6644009947776794 	 LR:  [1.6777216000000011e-06] 	 Epsilon:  0.6302494097246091
969000 	 Reward:  1.472 	 Win Rate:  0.0 	 Completion:  52 	 Efficiency:  41 	 Duration:  0 	 Loss:  0.6520715355873108 	 LR:  [1.6777216000000011e-06] 	 Epsilon:  0.6302494097246091
969500 	 Reward:  1.369 	 Win Rate:  0.0 	 Completion:  49 	 Efficiency:  39 	 Duration:  0 	 Loss:  0.6589886546134949 	 LR:  [1.6777216000000011e-06] 	 Epsilon:  0.6302494097246091
970000 	 Reward:  1.317 	 Win Rate:  0.0 	 Completion:  49 	 Efficiency:  40 	 Duration:  0 	 Loss:  0.6613615155220032 	 LR:  [1.6777216000000011e-06] 	 Epsilon:  0.6302494097246091
970500 	 Reward:  1.493 	 Win Rate:  0.0 	 Completion:  49 	 Efficiency:  39 	 Duration:  0 	 Loss:  0.6630889177322388 	 LR:  [1.6777216000000011e-06] 	 Epsilon:  0.6302494097246091
971000 	 Reward:  1.467 	 Win Rate:  0.0 	 Completion:  52 	 Efficiency:  40 	 Duration:  0 	 Loss:  0.6467390656471252 	 LR:  [1.6777216000000011e-06] 	 Epsilon:  0.6302494097246091
971500 	 Reward:  1.403 	 Win Rate:  0.0 	 Completion:  51 	 Efficiency:  40 	 Duration:  0 	 Loss:  0.6510072350502014 	 LR:  [1.6777216000000011e-06] 	 Epsilon:  0.6302494097246091
972000 	 Reward:  1.262 	 Win Rate:  0.0 	 Completion:  49 	 Efficiency:  38 	 Duration:  0 	 Loss:  0.6562877893447876 	 LR:  [1.6777216000000011e-06] 	 Epsilon:  0.6302494097246091
972500 	 Reward:  1.55 	 Win Rate:  0.0 	 Completion:  51 	 Efficiency:  40 	 Duration:  0 	 Loss:  0.6723869442939758 	 LR:  [1.6777216000000011e-06] 	 Epsilon:  0.6302494097246091
973000 	 Reward:  1.473 	 Win Rate:  0.0 	 Completion:  49 	 Efficiency:  40 	 Duration:  0 	 Loss:  0.6543864607810974 	 LR:  [1.6777216000000011e-06] 	 Epsilon:  0.6302494097246091
973500 	 Reward:  1.441 	 Win Rate:  0.0 	 Completion:  49 	 Efficiency:  39 	 Duration:  0 	 Loss:  0.6576969027519226 	 LR:  [1.6777216000000011e-06] 	 Epsilon:  0.6302494097246091
974000 	 Reward:  1.338 	 Win Rate:  0.0 	 Completion:  52 	 Efficiency:  40 	 Duration:  0 	 Loss:  0.659743070602417 	 LR:  [1.6777216000000011e-06] 	 Epsilon:  0.6302494097246091
974500 	 Reward:  1.482 	 Win Rate:  0.0 	 Completion:  51 	 Efficiency:  41 	 Duration:  0 	 Loss:  0.6592710614204407 	 LR:  [1.6777216000000011e-06] 	 Epsilon:  0.6302494097246091
975000 	 Reward:  1.44 	 Win Rate:  0.0 	 Completion:  53 	 Efficiency:  41 	 Duration:  0 	 Loss:  0.6638000011444092 	 LR:  [1.6777216000000011e-06] 	 Epsilon:  0.6302494097246091
975500 	 Reward:  1.377 	 Win Rate:  0.0 	 Completion:  49 	 Efficiency:  38 	 Duration:  0 	 Loss:  0.6679229736328125 	 LR:  [1.6777216000000011e-06] 	 Epsilon:  0.6302494097246091
976000 	 Reward:  1.349 	 Win Rate:  0.0 	 Completion:  49 	 Efficiency:  39 	 Duration:  0 	 Loss:  0.672982931137085 	 LR:  [1.6777216000000011e-06] 	 Epsilon:  0.6302494097246091
976500 	 Reward:  1.434 	 Win Rate:  0.0 	 Completion:  49 	 Efficiency:  39 	 Duration:  0 	 Loss:  0.6652191877365112 	 LR:  [1.6777216000000011e-06] 	 Epsilon:  0.6302494097246091
977000 	 Reward:  1.294 	 Win Rate:  0.0 	 Completion:  48 	 Efficiency:  39 	 Duration:  0 	 Loss:  0.6564621329307556 	 LR:  [1.6777216000000011e-06] 	 Epsilon:  0.6302494097246091
977500 	 Reward:  1.541 	 Win Rate:  0.0 	 Completion:  52 	 Efficiency:  42 	 Duration:  0 	 Loss:  0.6785421371459961 	 LR:  [1.6777216000000011e-06] 	 Epsilon:  0.6302494097246091
978000 	 Reward:  1.396 	 Win Rate:  0.0 	 Completion:  49 	 Efficiency:  39 	 Duration:  0 	 Loss:  0.6527965068817139 	 LR:  [1.6777216000000011e-06] 	 Epsilon:  0.6302494097246091
978500 	 Reward:  1.428 	 Win Rate:  0.0 	 Completion:  48 	 Efficiency:  38 	 Duration:  0 	 Loss:  0.6489766836166382 	 LR:  [1.6777216000000011e-06] 	 Epsilon:  0.6302494097246091
979000 	 Reward:  1.328 	 Win Rate:  0.0 	 Completion:  50 	 Efficiency:  40 	 Duration:  0 	 Loss:  0.6468030214309692 	 LR:  [1.6777216000000011e-06] 	 Epsilon:  0.6302494097246091
979500 	 Reward:  1.308 	 Win Rate:  0.0 	 Completion:  50 	 Efficiency:  40 	 Duration:  0 	 Loss:  0.6590786576271057 	 LR:  [1.6777216000000011e-06] 	 Epsilon:  0.6302494097246091
980000 	 Reward:  1.563 	 Win Rate:  0.0 	 Completion:  52 	 Efficiency:  40 	 Duration:  0 	 Loss:  0.6555602550506592 	 LR:  [1.6777216000000011e-06] 	 Epsilon:  0.6302494097246091
980500 	 Reward:  1.528 	 Win Rate:  0.0 	 Completion:  51 	 Efficiency:  40 	 Duration:  0 	 Loss:  0.6622338891029358 	 LR:  [1.6777216000000011e-06] 	 Epsilon:  0.6302494097246091
981000 	 Reward:  1.337 	 Win Rate:  0.0 	 Completion:  50 	 Efficiency:  40 	 Duration:  0 	 Loss:  0.6563063859939575 	 LR:  [1.6777216000000011e-06] 	 Epsilon:  0.6302494097246091
981500 	 Reward:  1.558 	 Win Rate:  0.0 	 Completion:  50 	 Efficiency:  40 	 Duration:  0 	 Loss:  0.6648273468017578 	 LR:  [1.6777216000000011e-06] 	 Epsilon:  0.6302494097246091
982000 	 Reward:  1.263 	 Win Rate:  0.0 	 Completion:  48 	 Efficiency:  38 	 Duration:  0 	 Loss:  0.659939169883728 	 LR:  [1.6777216000000011e-06] 	 Epsilon:  0.6302494097246091
982500 	 Reward:  1.411 	 Win Rate:  0.2 	 Completion:  50 	 Efficiency:  39 	 Duration:  0 	 Loss:  0.6587997674942017 	 LR:  [1.6777216000000011e-06] 	 Epsilon:  0.6302494097246091
983000 	 Reward:  1.453 	 Win Rate:  0.0 	 Completion:  49 	 Efficiency:  38 	 Duration:  0 	 Loss:  0.6505311727523804 	 LR:  [1.6777216000000011e-06] 	 Epsilon:  0.6302494097246091
983500 	 Reward:  1.641 	 Win Rate:  0.0 	 Completion:  51 	 Efficiency:  39 	 Duration:  0 	 Loss:  0.6580039262771606 	 LR:  [1.6777216000000011e-06] 	 Epsilon:  0.6302494097246091
984000 	 Reward:  1.519 	 Win Rate:  0.0 	 Completion:  47 	 Efficiency:  39 	 Duration:  0 	 Loss:  0.6530113220214844 	 LR:  [1.6777216000000011e-06] 	 Epsilon:  0.6302494097246091
984500 	 Reward:  1.362 	 Win Rate:  0.0 	 Completion:  51 	 Efficiency:  40 	 Duration:  0 	 Loss:  0.6508576273918152 	 LR:  [1.6777216000000011e-06] 	 Epsilon:  0.6302494097246091
985000 	 Reward:  1.503 	 Win Rate:  0.0 	 Completion:  52 	 Efficiency:  41 	 Duration:  0 	 Loss:  0.6658949255943298 	 LR:  [1.6777216000000011e-06] 	 Epsilon:  0.6302494097246091
985500 	 Reward:  1.209 	 Win Rate:  0.0 	 Completion:  48 	 Efficiency:  38 	 Duration:  0 	 Loss:  0.6602712273597717 	 LR:  [1.6777216000000011e-06] 	 Epsilon:  0.6302494097246091
986000 	 Reward:  1.393 	 Win Rate:  0.0 	 Completion:  49 	 Efficiency:  38 	 Duration:  0 	 Loss:  0.6470310091972351 	 LR:  [1.6777216000000011e-06] 	 Epsilon:  0.6302494097246091
986500 	 Reward:  1.255 	 Win Rate:  0.0 	 Completion:  48 	 Efficiency:  39 	 Duration:  0 	 Loss:  0.6528515219688416 	 LR:  [1.6777216000000011e-06] 	 Epsilon:  0.6302494097246091
987000 	 Reward:  1.464 	 Win Rate:  0.2 	 Completion:  48 	 Efficiency:  38 	 Duration:  0 	 Loss:  0.6520853638648987 	 LR:  [1.6777216000000011e-06] 	 Epsilon:  0.6302494097246091
987500 	 Reward:  1.572 	 Win Rate:  0.0 	 Completion:  52 	 Efficiency:  40 	 Duration:  0 	 Loss:  0.6474718451499939 	 LR:  [1.6777216000000011e-06] 	 Epsilon:  0.6302494097246091
988000 	 Reward:  1.424 	 Win Rate:  0.0 	 Completion:  50 	 Efficiency:  39 	 Duration:  0 	 Loss:  0.6361614465713501 	 LR:  [1.6777216000000011e-06] 	 Epsilon:  0.6302494097246091
988500 	 Reward:  1.392 	 Win Rate:  0.0 	 Completion:  48 	 Efficiency:  38 	 Duration:  0 	 Loss:  0.6473173499107361 	 LR:  [1.6777216000000011e-06] 	 Epsilon:  0.6302494097246091
989000 	 Reward:  1.471 	 Win Rate:  0.0 	 Completion:  50 	 Efficiency:  39 	 Duration:  0 	 Loss:  0.6299930214881897 	 LR:  [1.6777216000000011e-06] 	 Epsilon:  0.6302494097246091
989500 	 Reward:  1.446 	 Win Rate:  0.0 	 Completion:  50 	 Efficiency:  40 	 Duration:  0 	 Loss:  0.6607404351234436 	 LR:  [1.6777216000000011e-06] 	 Epsilon:  0.6302494097246091
990000 	 Reward:  1.421 	 Win Rate:  0.0 	 Completion:  50 	 Efficiency:  39 	 Duration:  0 	 Loss:  0.6528970003128052 	 LR:  [1.6777216000000011e-06] 	 Epsilon:  0.6302494097246091
990500 	 Reward:  1.506 	 Win Rate:  0.0 	 Completion:  52 	 Efficiency:  40 	 Duration:  0 	 Loss:  0.6602278351783752 	 LR:  [1.6777216000000011e-06] 	 Epsilon:  0.6302494097246091
991000 	 Reward:  1.378 	 Win Rate:  0.0 	 Completion:  50 	 Efficiency:  39 	 Duration:  0 	 Loss:  0.6643418073654175 	 LR:  [1.6777216000000011e-06] 	 Epsilon:  0.6302494097246091
991500 	 Reward:  1.551 	 Win Rate:  0.0 	 Completion:  51 	 Efficiency:  41 	 Duration:  0 	 Loss:  0.6472923159599304 	 LR:  [1.6777216000000011e-06] 	 Epsilon:  0.6302494097246091
992000 	 Reward:  1.558 	 Win Rate:  0.0 	 Completion:  50 	 Efficiency:  41 	 Duration:  0 	 Loss:  0.6784542798995972 	 LR:  [1.6777216000000011e-06] 	 Epsilon:  0.6302494097246091
992500 	 Reward:  1.412 	 Win Rate:  0.0 	 Completion:  49 	 Efficiency:  39 	 Duration:  0 	 Loss:  0.6639145016670227 	 LR:  [1.6777216000000011e-06] 	 Epsilon:  0.6302494097246091
993000 	 Reward:  1.46 	 Win Rate:  0.0 	 Completion:  50 	 Efficiency:  39 	 Duration:  0 	 Loss:  0.6627997756004333 	 LR:  [1.6777216000000011e-06] 	 Epsilon:  0.6302494097246091
993500 	 Reward:  1.428 	 Win Rate:  0.0 	 Completion:  50 	 Efficiency:  39 	 Duration:  0 	 Loss:  0.6510251760482788 	 LR:  [1.6777216000000011e-06] 	 Epsilon:  0.6302494097246091
994000 	 Reward:  1.383 	 Win Rate:  0.0 	 Completion:  50 	 Efficiency:  39 	 Duration:  0 	 Loss:  0.6654369831085205 	 LR:  [1.6777216000000011e-06] 	 Epsilon:  0.6302494097246091
994500 	 Reward:  1.431 	 Win Rate:  0.0 	 Completion:  51 	 Efficiency:  40 	 Duration:  0 	 Loss:  0.6482988595962524 	 LR:  [1.6777216000000011e-06] 	 Epsilon:  0.6302494097246091
995000 	 Reward:  1.444 	 Win Rate:  0.0 	 Completion:  48 	 Efficiency:  41 	 Duration:  0 	 Loss:  0.6727429032325745 	 LR:  [1.6777216000000011e-06] 	 Epsilon:  0.6302494097246091
995500 	 Reward:  1.392 	 Win Rate:  0.0 	 Completion:  50 	 Efficiency:  39 	 Duration:  0 	 Loss:  0.6569561958312988 	 LR:  [1.6777216000000011e-06] 	 Epsilon:  0.6302494097246091
996000 	 Reward:  1.355 	 Win Rate:  0.0 	 Completion:  49 	 Efficiency:  38 	 Duration:  0 	 Loss:  0.6513440012931824 	 LR:  [1.6777216000000011e-06] 	 Epsilon:  0.6302494097246091
996500 	 Reward:  1.462 	 Win Rate:  0.0 	 Completion:  50 	 Efficiency:  39 	 Duration:  0 	 Loss:  0.6525636315345764 	 LR:  [1.6777216000000011e-06] 	 Epsilon:  0.6302494097246091
997000 	 Reward:  1.597 	 Win Rate:  0.0 	 Completion:  52 	 Efficiency:  40 	 Duration:  0 	 Loss:  0.6532483100891113 	 LR:  [1.6777216000000011e-06] 	 Epsilon:  0.6302494097246091
997500 	 Reward:  1.358 	 Win Rate:  0.0 	 Completion:  51 	 Efficiency:  38 	 Duration:  0 	 Loss:  0.6405662298202515 	 LR:  [1.6777216000000011e-06] 	 Epsilon:  0.6302494097246091
998000 	 Reward:  1.391 	 Win Rate:  0.0 	 Completion:  50 	 Efficiency:  40 	 Duration:  0 	 Loss:  0.6619868278503418 	 LR:  [1.6777216000000011e-06] 	 Epsilon:  0.6302494097246091
998500 	 Reward:  1.31 	 Win Rate:  0.0 	 Completion:  47 	 Efficiency:  38 	 Duration:  0 	 Loss:  0.656139612197876 	 LR:  [1.6777216000000011e-06] 	 Epsilon:  0.6302494097246091
999000 	 Reward:  1.411 	 Win Rate:  0.0 	 Completion:  52 	 Efficiency:  41 	 Duration:  0 	 Loss:  0.6564662456512451 	 LR:  [1.342177280000001e-06] 	 Epsilon:  0.6302494097246091
999500 	 Reward:  1.341 	 Win Rate:  0.0 	 Completion:  50 	 Efficiency:  39 	 Duration:  0 	 Loss:  0.6511745452880859 	 LR:  [1.342177280000001e-06] 	 Epsilon:  0.6302494097246091
1000000 	 Reward:  1.478 	 Win Rate:  0.0 	 Completion:  52 	 Efficiency:  40 	 Duration:  0 	 Loss:  0.6607563495635986 	 LR:  [1.342177280000001e-06] 	 Epsilon:  0.6302494097246091
1000500 	 Reward:  1.256 	 Win Rate:  0.0 	 Completion:  49 	 Efficiency:  38 	 Duration:  0 	 Loss:  0.6491183638572693 	 LR:  [1.342177280000001e-06] 	 Epsilon:  0.6302494097246091
1001000 	 Reward:  1.372 	 Win Rate:  0.0 	 Completion:  47 	 Efficiency:  38 	 Duration:  0 	 Loss:  0.6603419184684753 	 LR:  [1.342177280000001e-06] 	 Epsilon:  0.6302494097246091
1001500 	 Reward:  1.461 	 Win Rate:  0.0 	 Completion:  51 	 Efficiency:  40 	 Duration:  0 	 Loss:  0.6509402990341187 	 LR:  [1.342177280000001e-06] 	 Epsilon:  0.6302494097246091
1002000 	 Reward:  1.424 	 Win Rate:  0.0 	 Completion:  51 	 Efficiency:  40 	 Duration:  0 	 Loss:  0.6518386602401733 	 LR:  [1.342177280000001e-06] 	 Epsilon:  0.6302494097246091
1002500 	 Reward:  1.484 	 Win Rate:  0.0 	 Completion:  50 	 Efficiency:  39 	 Duration:  0 	 Loss:  0.663655161857605 	 LR:  [1.342177280000001e-06] 	 Epsilon:  0.6302494097246091
1003000 	 Reward:  1.455 	 Win Rate:  0.2 	 Completion:  50 	 Efficiency:  40 	 Duration:  0 	 Loss:  0.6597404479980469 	 LR:  [1.342177280000001e-06] 	 Epsilon:  0.6302494097246091
1003500 	 Reward:  1.484 	 Win Rate:  0.0 	 Completion:  49 	 Efficiency:  39 	 Duration:  0 	 Loss:  0.6583787202835083 	 LR:  [1.342177280000001e-06] 	 Epsilon:  0.6302494097246091
1004000 	 Reward:  1.35 	 Win Rate:  0.0 	 Completion:  51 	 Efficiency:  39 	 Duration:  0 	 Loss:  0.6633099317550659 	 LR:  [1.342177280000001e-06] 	 Epsilon:  0.6302494097246091
