0 	 Reward:  -0.002 	 Win Rate:  0.0 	 Completion:  0 	 Efficiency:  0 	 Duration:  0 	 Loss:  0 	 LR:  [0.0005] 	 Epsilon:  0.95
411500 	 Reward:  7.107 	 Win Rate:  16.8 	 Completion:  67 	 Efficiency:  68 	 Duration:  0 	 Loss:  0.5699185132980347 	 LR:  [0.00016384000000000006] 	 Epsilon:  0.029035463617657853
412000 	 Reward:  7.103 	 Win Rate:  18.0 	 Completion:  66 	 Efficiency:  68 	 Duration:  0 	 Loss:  0.6081721186637878 	 LR:  [0.00016384000000000006] 	 Epsilon:  0.029035463617657853
412500 	 Reward:  7.099 	 Win Rate:  17.0 	 Completion:  66 	 Efficiency:  68 	 Duration:  0 	 Loss:  0.5737990736961365 	 LR:  [0.00016384000000000006] 	 Epsilon:  0.029035463617657853
413000 	 Reward:  7.504 	 Win Rate:  18.8 	 Completion:  67 	 Efficiency:  69 	 Duration:  0 	 Loss:  0.49705132842063904 	 LR:  [0.00016384000000000006] 	 Epsilon:  0.029035463617657853
413500 	 Reward:  6.761 	 Win Rate:  16.6 	 Completion:  63 	 Efficiency:  65 	 Duration:  0 	 Loss:  0.5396368503570557 	 LR:  [0.00016384000000000006] 	 Epsilon:  0.029035463617657853
414000 	 Reward:  7.495 	 Win Rate:  18.4 	 Completion:  68 	 Efficiency:  69 	 Duration:  0 	 Loss:  0.5769134759902954 	 LR:  [0.00016384000000000006] 	 Epsilon:  0.029035463617657853
414500 	 Reward:  7.034 	 Win Rate:  19.8 	 Completion:  66 	 Efficiency:  67 	 Duration:  0 	 Loss:  0.5351942181587219 	 LR:  [0.00016384000000000006] 	 Epsilon:  0.029035463617657853
415000 	 Reward:  7.322 	 Win Rate:  19.0 	 Completion:  66 	 Efficiency:  68 	 Duration:  0 	 Loss:  0.5427566170692444 	 LR:  [0.00016384000000000006] 	 Epsilon:  0.029035463617657853
415500 	 Reward:  7.362 	 Win Rate:  19.4 	 Completion:  65 	 Efficiency:  67 	 Duration:  0 	 Loss:  0.5780270099639893 	 LR:  [0.00016384000000000006] 	 Epsilon:  0.029035463617657853
416000 	 Reward:  7.509 	 Win Rate:  20.2 	 Completion:  64 	 Efficiency:  67 	 Duration:  0 	 Loss:  0.5205999612808228 	 LR:  [0.00016384000000000006] 	 Epsilon:  0.029035463617657853
416500 	 Reward:  6.681 	 Win Rate:  16.8 	 Completion:  62 	 Efficiency:  64 	 Duration:  0 	 Loss:  0.5078999996185303 	 LR:  [0.00016384000000000006] 	 Epsilon:  0.029035463617657853
417000 	 Reward:  7.802 	 Win Rate:  21.6 	 Completion:  66 	 Efficiency:  68 	 Duration:  0 	 Loss:  0.4620191156864166 	 LR:  [0.00016384000000000006] 	 Epsilon:  0.029035463617657853
417500 	 Reward:  8.119 	 Win Rate:  21.4 	 Completion:  67 	 Efficiency:  69 	 Duration:  0 	 Loss:  0.5834505558013916 	 LR:  [0.00016384000000000006] 	 Epsilon:  0.027583690436774957
418000 	 Reward:  7.051 	 Win Rate:  19.4 	 Completion:  66 	 Efficiency:  68 	 Duration:  0 	 Loss:  0.5876786708831787 	 LR:  [0.00016384000000000006] 	 Epsilon:  0.02620450591493621
418500 	 Reward:  7.527 	 Win Rate:  21.4 	 Completion:  65 	 Efficiency:  67 	 Duration:  0 	 Loss:  0.5287905335426331 	 LR:  [0.00016384000000000006] 	 Epsilon:  0.02620450591493621
419000 	 Reward:  7.277 	 Win Rate:  20.6 	 Completion:  63 	 Efficiency:  66 	 Duration:  0 	 Loss:  0.6109107732772827 	 LR:  [0.00016384000000000006] 	 Epsilon:  0.02620450591493621
419500 	 Reward:  7.889 	 Win Rate:  25.0 	 Completion:  66 	 Efficiency:  69 	 Duration:  0 	 Loss:  0.5420154929161072 	 LR:  [0.00016384000000000006] 	 Epsilon:  0.02620450591493621
420000 	 Reward:  7.156 	 Win Rate:  18.2 	 Completion:  65 	 Efficiency:  67 	 Duration:  0 	 Loss:  0.49782490730285645 	 LR:  [0.00016384000000000006] 	 Epsilon:  0.02620450591493621
420500 	 Reward:  7.872 	 Win Rate:  22.8 	 Completion:  68 	 Efficiency:  70 	 Duration:  0 	 Loss:  0.5941970348358154 	 LR:  [0.00016384000000000006] 	 Epsilon:  0.02620450591493621
421000 	 Reward:  7.476 	 Win Rate:  19.4 	 Completion:  65 	 Efficiency:  69 	 Duration:  0 	 Loss:  0.5442782640457153 	 LR:  [0.00016384000000000006] 	 Epsilon:  0.02620450591493621
421500 	 Reward:  7.668 	 Win Rate:  23.2 	 Completion:  65 	 Efficiency:  68 	 Duration:  0 	 Loss:  0.5814545154571533 	 LR:  [0.00016384000000000006] 	 Epsilon:  0.02620450591493621
422000 	 Reward:  7.311 	 Win Rate:  18.6 	 Completion:  65 	 Efficiency:  67 	 Duration:  0 	 Loss:  0.597650408744812 	 LR:  [0.00016384000000000006] 	 Epsilon:  0.02620450591493621
422500 	 Reward:  7.839 	 Win Rate:  20.6 	 Completion:  67 	 Efficiency:  70 	 Duration:  0 	 Loss:  0.574128270149231 	 LR:  [0.00016384000000000006] 	 Epsilon:  0.02620450591493621
423000 	 Reward:  7.246 	 Win Rate:  20.0 	 Completion:  65 	 Efficiency:  68 	 Duration:  0 	 Loss:  0.5198462605476379 	 LR:  [0.00016384000000000006] 	 Epsilon:  0.02620450591493621
423500 	 Reward:  7.113 	 Win Rate:  21.0 	 Completion:  63 	 Efficiency:  67 	 Duration:  0 	 Loss:  0.5419896245002747 	 LR:  [0.00016384000000000006] 	 Epsilon:  0.02620450591493621
424000 	 Reward:  7.107 	 Win Rate:  19.6 	 Completion:  64 	 Efficiency:  66 	 Duration:  0 	 Loss:  0.6619760394096375 	 LR:  [0.00016384000000000006] 	 Epsilon:  0.02620450591493621
424500 	 Reward:  7.267 	 Win Rate:  20.0 	 Completion:  64 	 Efficiency:  68 	 Duration:  0 	 Loss:  0.5879988074302673 	 LR:  [0.00016384000000000006] 	 Epsilon:  0.02620450591493621
425000 	 Reward:  7.613 	 Win Rate:  22.6 	 Completion:  68 	 Efficiency:  69 	 Duration:  0 	 Loss:  0.5913180708885193 	 LR:  [0.00016384000000000006] 	 Epsilon:  0.02620450591493621
425500 	 Reward:  7.079 	 Win Rate:  20.2 	 Completion:  63 	 Efficiency:  67 	 Duration:  0 	 Loss:  0.5771483778953552 	 LR:  [0.00016384000000000006] 	 Epsilon:  0.02620450591493621
426000 	 Reward:  7.421 	 Win Rate:  21.2 	 Completion:  66 	 Efficiency:  68 	 Duration:  0 	 Loss:  0.559958279132843 	 LR:  [0.00016384000000000006] 	 Epsilon:  0.02620450591493621
426500 	 Reward:  7.507 	 Win Rate:  21.0 	 Completion:  65 	 Efficiency:  69 	 Duration:  0 	 Loss:  0.5311320424079895 	 LR:  [0.00016384000000000006] 	 Epsilon:  0.02620450591493621
427000 	 Reward:  7.123 	 Win Rate:  18.2 	 Completion:  63 	 Efficiency:  66 	 Duration:  0 	 Loss:  0.5612319111824036 	 LR:  [0.00016384000000000006] 	 Epsilon:  0.02620450591493621
427500 	 Reward:  8.237 	 Win Rate:  24.6 	 Completion:  68 	 Efficiency:  70 	 Duration:  0 	 Loss:  0.5971106886863708 	 LR:  [0.00016384000000000006] 	 Epsilon:  0.02620450591493621
428000 	 Reward:  7.95 	 Win Rate:  23.0 	 Completion:  67 	 Efficiency:  69 	 Duration:  0 	 Loss:  0.5888463854789734 	 LR:  [0.00016384000000000006] 	 Epsilon:  0.0248942806191894
428500 	 Reward:  7.89 	 Win Rate:  22.0 	 Completion:  66 	 Efficiency:  69 	 Duration:  0 	 Loss:  0.5137969851493835 	 LR:  [0.00016384000000000006] 	 Epsilon:  0.0248942806191894
429000 	 Reward:  7.493 	 Win Rate:  20.4 	 Completion:  65 	 Efficiency:  68 	 Duration:  0 	 Loss:  0.5603254437446594 	 LR:  [0.00016384000000000006] 	 Epsilon:  0.0248942806191894
429500 	 Reward:  7.657 	 Win Rate:  24.6 	 Completion:  64 	 Efficiency:  67 	 Duration:  0 	 Loss:  0.5297120809555054 	 LR:  [0.00016384000000000006] 	 Epsilon:  0.0248942806191894
430000 	 Reward:  7.642 	 Win Rate:  22.4 	 Completion:  68 	 Efficiency:  70 	 Duration:  0 	 Loss:  0.6294717788696289 	 LR:  [0.00016384000000000006] 	 Epsilon:  0.0248942806191894
430500 	 Reward:  7.974 	 Win Rate:  22.2 	 Completion:  69 	 Efficiency:  70 	 Duration:  0 	 Loss:  0.6152414679527283 	 LR:  [0.00016384000000000006] 	 Epsilon:  0.0248942806191894
431000 	 Reward:  7.474 	 Win Rate:  22.0 	 Completion:  66 	 Efficiency:  68 	 Duration:  0 	 Loss:  0.5710979700088501 	 LR:  [0.00016384000000000006] 	 Epsilon:  0.0248942806191894
431500 	 Reward:  7.247 	 Win Rate:  19.8 	 Completion:  65 	 Efficiency:  68 	 Duration:  0 	 Loss:  0.6328662037849426 	 LR:  [0.00016384000000000006] 	 Epsilon:  0.0248942806191894
432000 	 Reward:  7.984 	 Win Rate:  22.8 	 Completion:  69 	 Efficiency:  70 	 Duration:  0 	 Loss:  0.5820639133453369 	 LR:  [0.00016384000000000006] 	 Epsilon:  0.0248942806191894
432500 	 Reward:  7.633 	 Win Rate:  21.4 	 Completion:  65 	 Efficiency:  67 	 Duration:  0 	 Loss:  0.576335608959198 	 LR:  [0.00016384000000000006] 	 Epsilon:  0.0248942806191894
433000 	 Reward:  7.542 	 Win Rate:  21.8 	 Completion:  67 	 Efficiency:  68 	 Duration:  0 	 Loss:  0.5865775346755981 	 LR:  [0.00016384000000000006] 	 Epsilon:  0.0248942806191894
433500 	 Reward:  7.869 	 Win Rate:  22.2 	 Completion:  68 	 Efficiency:  70 	 Duration:  0 	 Loss:  0.5537589192390442 	 LR:  [0.00016384000000000006] 	 Epsilon:  0.0248942806191894
434000 	 Reward:  7.242 	 Win Rate:  20.6 	 Completion:  65 	 Efficiency:  66 	 Duration:  0 	 Loss:  0.5755488276481628 	 LR:  [0.00016384000000000006] 	 Epsilon:  0.0248942806191894
434500 	 Reward:  8.14 	 Win Rate:  24.2 	 Completion:  68 	 Efficiency:  70 	 Duration:  0 	 Loss:  0.5599009990692139 	 LR:  [0.00016384000000000006] 	 Epsilon:  0.0248942806191894
435000 	 Reward:  7.719 	 Win Rate:  24.6 	 Completion:  64 	 Efficiency:  67 	 Duration:  0 	 Loss:  0.587080717086792 	 LR:  [0.00016384000000000006] 	 Epsilon:  0.023649566588229927
435500 	 Reward:  7.473 	 Win Rate:  23.2 	 Completion:  67 	 Efficiency:  68 	 Duration:  0 	 Loss:  0.5761478543281555 	 LR:  [0.00016384000000000006] 	 Epsilon:  0.023649566588229927
436000 	 Reward:  7.817 	 Win Rate:  24.0 	 Completion:  68 	 Efficiency:  69 	 Duration:  0 	 Loss:  0.4824676215648651 	 LR:  [0.00016384000000000006] 	 Epsilon:  0.023649566588229927
436500 	 Reward:  7.777 	 Win Rate:  22.6 	 Completion:  68 	 Efficiency:  69 	 Duration:  0 	 Loss:  0.5635892748832703 	 LR:  [0.00016384000000000006] 	 Epsilon:  0.023649566588229927
437000 	 Reward:  7.417 	 Win Rate:  22.8 	 Completion:  64 	 Efficiency:  68 	 Duration:  0 	 Loss:  0.6441136598587036 	 LR:  [0.00016384000000000006] 	 Epsilon:  0.023649566588229927
437500 	 Reward:  6.974 	 Win Rate:  20.6 	 Completion:  63 	 Efficiency:  66 	 Duration:  0 	 Loss:  0.6013752222061157 	 LR:  [0.00016384000000000006] 	 Epsilon:  0.023649566588229927
438000 	 Reward:  7.912 	 Win Rate:  22.4 	 Completion:  66 	 Efficiency:  69 	 Duration:  0 	 Loss:  0.5450671911239624 	 LR:  [0.00016384000000000006] 	 Epsilon:  0.023649566588229927
438500 	 Reward:  7.823 	 Win Rate:  22.6 	 Completion:  67 	 Efficiency:  70 	 Duration:  0 	 Loss:  0.6025046110153198 	 LR:  [0.00016384000000000006] 	 Epsilon:  0.023649566588229927
439000 	 Reward:  7.764 	 Win Rate:  23.0 	 Completion:  65 	 Efficiency:  68 	 Duration:  0 	 Loss:  0.6241322159767151 	 LR:  [0.00016384000000000006] 	 Epsilon:  0.023649566588229927
439500 	 Reward:  7.931 	 Win Rate:  23.2 	 Completion:  67 	 Efficiency:  69 	 Duration:  0 	 Loss:  0.5900841355323792 	 LR:  [0.00016384000000000006] 	 Epsilon:  0.023649566588229927
440000 	 Reward:  8.174 	 Win Rate:  24.4 	 Completion:  70 	 Efficiency:  71 	 Duration:  0 	 Loss:  0.5765733122825623 	 LR:  [0.00016384000000000006] 	 Epsilon:  0.023649566588229927
440500 	 Reward:  8.002 	 Win Rate:  25.4 	 Completion:  68 	 Efficiency:  71 	 Duration:  0 	 Loss:  0.5808076858520508 	 LR:  [0.00016384000000000006] 	 Epsilon:  0.023649566588229927
441000 	 Reward:  7.519 	 Win Rate:  20.6 	 Completion:  65 	 Efficiency:  69 	 Duration:  0 	 Loss:  0.6330525875091553 	 LR:  [0.00016384000000000006] 	 Epsilon:  0.023649566588229927
441500 	 Reward:  7.17 	 Win Rate:  20.2 	 Completion:  65 	 Efficiency:  67 	 Duration:  0 	 Loss:  0.7290999889373779 	 LR:  [0.00016384000000000006] 	 Epsilon:  0.023649566588229927
442000 	 Reward:  7.279 	 Win Rate:  22.0 	 Completion:  65 	 Efficiency:  68 	 Duration:  0 	 Loss:  0.6137925386428833 	 LR:  [0.00016384000000000006] 	 Epsilon:  0.023649566588229927
442500 	 Reward:  8.065 	 Win Rate:  25.8 	 Completion:  68 	 Efficiency:  70 	 Duration:  0 	 Loss:  0.6299290060997009 	 LR:  [0.00016384000000000006] 	 Epsilon:  0.023649566588229927
443000 	 Reward:  7.288 	 Win Rate:  20.6 	 Completion:  63 	 Efficiency:  66 	 Duration:  0 	 Loss:  0.5522556900978088 	 LR:  [0.00016384000000000006] 	 Epsilon:  0.023649566588229927
443500 	 Reward:  7.806 	 Win Rate:  23.0 	 Completion:  67 	 Efficiency:  69 	 Duration:  0 	 Loss:  0.6244983077049255 	 LR:  [0.00016384000000000006] 	 Epsilon:  0.023649566588229927
444000 	 Reward:  7.897 	 Win Rate:  25.6 	 Completion:  67 	 Efficiency:  70 	 Duration:  0 	 Loss:  0.664598286151886 	 LR:  [0.00016384000000000006] 	 Epsilon:  0.023649566588229927
444500 	 Reward:  8.083 	 Win Rate:  24.6 	 Completion:  68 	 Efficiency:  67 	 Duration:  0 	 Loss:  0.5806636214256287 	 LR:  [0.00016384000000000006] 	 Epsilon:  0.023649566588229927
445000 	 Reward:  7.908 	 Win Rate:  21.8 	 Completion:  67 	 Efficiency:  68 	 Duration:  0 	 Loss:  0.5934348702430725 	 LR:  [0.00016384000000000006] 	 Epsilon:  0.023649566588229927
445500 	 Reward:  7.804 	 Win Rate:  23.0 	 Completion:  69 	 Efficiency:  70 	 Duration:  0 	 Loss:  0.570199728012085 	 LR:  [0.00016384000000000006] 	 Epsilon:  0.023649566588229927
446000 	 Reward:  7.642 	 Win Rate:  24.2 	 Completion:  67 	 Efficiency:  69 	 Duration:  0 	 Loss:  0.5839628577232361 	 LR:  [0.00016384000000000006] 	 Epsilon:  0.023649566588229927
446500 	 Reward:  8.123 	 Win Rate:  25.0 	 Completion:  68 	 Efficiency:  70 	 Duration:  0 	 Loss:  0.548025906085968 	 LR:  [0.00016384000000000006] 	 Epsilon:  0.023649566588229927
447000 	 Reward:  7.945 	 Win Rate:  22.4 	 Completion:  68 	 Efficiency:  70 	 Duration:  0 	 Loss:  0.5755667686462402 	 LR:  [0.00016384000000000006] 	 Epsilon:  0.023649566588229927
447500 	 Reward:  7.206 	 Win Rate:  21.2 	 Completion:  64 	 Efficiency:  67 	 Duration:  0 	 Loss:  0.6200098991394043 	 LR:  [0.00016384000000000006] 	 Epsilon:  0.023649566588229927
448000 	 Reward:  8.066 	 Win Rate:  23.4 	 Completion:  66 	 Efficiency:  69 	 Duration:  0 	 Loss:  0.6096932291984558 	 LR:  [0.00016384000000000006] 	 Epsilon:  0.023649566588229927
448500 	 Reward:  7.535 	 Win Rate:  22.8 	 Completion:  65 	 Efficiency:  67 	 Duration:  0 	 Loss:  0.6472017765045166 	 LR:  [0.00016384000000000006] 	 Epsilon:  0.023649566588229927
449000 	 Reward:  7.92 	 Win Rate:  22.2 	 Completion:  66 	 Efficiency:  68 	 Duration:  0 	 Loss:  0.6036615967750549 	 LR:  [0.00016384000000000006] 	 Epsilon:  0.023649566588229927
449500 	 Reward:  7.579 	 Win Rate:  22.8 	 Completion:  67 	 Efficiency:  69 	 Duration:  0 	 Loss:  0.5612668991088867 	 LR:  [0.00016384000000000006] 	 Epsilon:  0.023649566588229927
450000 	 Reward:  8.151 	 Win Rate:  25.4 	 Completion:  67 	 Efficiency:  71 	 Duration:  0 	 Loss:  0.5827493667602539 	 LR:  [0.00016384000000000006] 	 Epsilon:  0.023649566588229927
450500 	 Reward:  8.515 	 Win Rate:  24.4 	 Completion:  68 	 Efficiency:  70 	 Duration:  0 	 Loss:  0.6798902750015259 	 LR:  [0.00016384000000000006] 	 Epsilon:  0.023649566588229927
451000 	 Reward:  8.561 	 Win Rate:  27.2 	 Completion:  71 	 Efficiency:  72 	 Duration:  0 	 Loss:  0.5329826474189758 	 LR:  [0.00016384000000000006] 	 Epsilon:  0.022467088258818428
451500 	 Reward:  7.6 	 Win Rate:  22.4 	 Completion:  65 	 Efficiency:  68 	 Duration:  0 	 Loss:  0.625398576259613 	 LR:  [0.00016384000000000006] 	 Epsilon:  0.021343733845877507
452000 	 Reward:  8.164 	 Win Rate:  26.4 	 Completion:  65 	 Efficiency:  69 	 Duration:  0 	 Loss:  0.6577939391136169 	 LR:  [0.00016384000000000006] 	 Epsilon:  0.021343733845877507
452500 	 Reward:  7.811 	 Win Rate:  24.4 	 Completion:  65 	 Efficiency:  67 	 Duration:  0 	 Loss:  0.6805828809738159 	 LR:  [0.00016384000000000006] 	 Epsilon:  0.021343733845877507
453000 	 Reward:  7.728 	 Win Rate:  22.8 	 Completion:  65 	 Efficiency:  68 	 Duration:  0 	 Loss:  0.6567028760910034 	 LR:  [0.00016384000000000006] 	 Epsilon:  0.021343733845877507
453500 	 Reward:  7.802 	 Win Rate:  22.4 	 Completion:  69 	 Efficiency:  71 	 Duration:  0 	 Loss:  0.7285038232803345 	 LR:  [0.00016384000000000006] 	 Epsilon:  0.021343733845877507
454000 	 Reward:  8.122 	 Win Rate:  24.0 	 Completion:  68 	 Efficiency:  71 	 Duration:  0 	 Loss:  0.6745749711990356 	 LR:  [0.00016384000000000006] 	 Epsilon:  0.021343733845877507
454500 	 Reward:  8.3 	 Win Rate:  24.4 	 Completion:  66 	 Efficiency:  69 	 Duration:  0 	 Loss:  0.6476719379425049 	 LR:  [0.00016384000000000006] 	 Epsilon:  0.021343733845877507
455000 	 Reward:  8.379 	 Win Rate:  24.8 	 Completion:  69 	 Efficiency:  71 	 Duration:  0 	 Loss:  0.611464262008667 	 LR:  [0.00013107200000000006] 	 Epsilon:  0.021343733845877507
455500 	 Reward:  8.185 	 Win Rate:  25.0 	 Completion:  68 	 Efficiency:  70 	 Duration:  0 	 Loss:  0.7149214744567871 	 LR:  [0.00013107200000000006] 	 Epsilon:  0.021343733845877507
456000 	 Reward:  7.694 	 Win Rate:  24.0 	 Completion:  67 	 Efficiency:  69 	 Duration:  0 	 Loss:  0.596271812915802 	 LR:  [0.00013107200000000006] 	 Epsilon:  0.021343733845877507
456500 	 Reward:  7.699 	 Win Rate:  25.6 	 Completion:  64 	 Efficiency:  67 	 Duration:  0 	 Loss:  0.6073964834213257 	 LR:  [0.00013107200000000006] 	 Epsilon:  0.021343733845877507
457000 	 Reward:  8.349 	 Win Rate:  26.2 	 Completion:  68 	 Efficiency:  70 	 Duration:  0 	 Loss:  0.5908911824226379 	 LR:  [0.00013107200000000006] 	 Epsilon:  0.021343733845877507
457500 	 Reward:  8.264 	 Win Rate:  25.8 	 Completion:  66 	 Efficiency:  69 	 Duration:  0 	 Loss:  0.5577704906463623 	 LR:  [0.00013107200000000006] 	 Epsilon:  0.021343733845877507
458000 	 Reward:  7.454 	 Win Rate:  22.8 	 Completion:  65 	 Efficiency:  67 	 Duration:  0 	 Loss:  0.6549531817436218 	 LR:  [0.00013107200000000006] 	 Epsilon:  0.021343733845877507
458500 	 Reward:  8.051 	 Win Rate:  25.6 	 Completion:  67 	 Efficiency:  69 	 Duration:  0 	 Loss:  0.693607747554779 	 LR:  [0.00013107200000000006] 	 Epsilon:  0.021343733845877507
459000 	 Reward:  7.677 	 Win Rate:  23.6 	 Completion:  64 	 Efficiency:  67 	 Duration:  0 	 Loss:  0.7007920742034912 	 LR:  [0.00013107200000000006] 	 Epsilon:  0.021343733845877507
459500 	 Reward:  7.988 	 Win Rate:  24.4 	 Completion:  68 	 Efficiency:  70 	 Duration:  0 	 Loss:  0.6728695034980774 	 LR:  [0.00013107200000000006] 	 Epsilon:  0.021343733845877507
460000 	 Reward:  7.83 	 Win Rate:  26.6 	 Completion:  66 	 Efficiency:  68 	 Duration:  0 	 Loss:  0.6321221590042114 	 LR:  [0.00013107200000000006] 	 Epsilon:  0.021343733845877507
460500 	 Reward:  8.019 	 Win Rate:  24.2 	 Completion:  67 	 Efficiency:  70 	 Duration:  0 	 Loss:  0.675087571144104 	 LR:  [0.00013107200000000006] 	 Epsilon:  0.021343733845877507
461000 	 Reward:  8.151 	 Win Rate:  26.0 	 Completion:  65 	 Efficiency:  68 	 Duration:  0 	 Loss:  0.5550763607025146 	 LR:  [0.00013107200000000006] 	 Epsilon:  0.021343733845877507
461500 	 Reward:  7.948 	 Win Rate:  23.0 	 Completion:  66 	 Efficiency:  67 	 Duration:  0 	 Loss:  0.69509357213974 	 LR:  [0.00013107200000000006] 	 Epsilon:  0.021343733845877507
462000 	 Reward:  7.255 	 Win Rate:  21.2 	 Completion:  64 	 Efficiency:  67 	 Duration:  0 	 Loss:  0.6612002849578857 	 LR:  [0.00013107200000000006] 	 Epsilon:  0.021343733845877507
462500 	 Reward:  8.4 	 Win Rate:  26.2 	 Completion:  66 	 Efficiency:  68 	 Duration:  0 	 Loss:  0.6523674130439758 	 LR:  [0.00013107200000000006] 	 Epsilon:  0.021343733845877507
463000 	 Reward:  8.3 	 Win Rate:  26.4 	 Completion:  67 	 Efficiency:  69 	 Duration:  0 	 Loss:  0.6790382266044617 	 LR:  [0.00013107200000000006] 	 Epsilon:  0.02027654715358363
463500 	 Reward:  8.073 	 Win Rate:  24.8 	 Completion:  65 	 Efficiency:  68 	 Duration:  0 	 Loss:  0.6772966384887695 	 LR:  [0.00013107200000000006] 	 Epsilon:  0.02027654715358363
464000 	 Reward:  8.089 	 Win Rate:  23.6 	 Completion:  67 	 Efficiency:  69 	 Duration:  0 	 Loss:  0.7252317667007446 	 LR:  [0.00013107200000000006] 	 Epsilon:  0.02027654715358363
464500 	 Reward:  8.678 	 Win Rate:  27.8 	 Completion:  67 	 Efficiency:  70 	 Duration:  0 	 Loss:  0.6351847052574158 	 LR:  [0.00013107200000000006] 	 Epsilon:  0.02027654715358363
465000 	 Reward:  7.439 	 Win Rate:  21.0 	 Completion:  65 	 Efficiency:  68 	 Duration:  0 	 Loss:  0.5984939336776733 	 LR:  [0.00013107200000000006] 	 Epsilon:  0.019262719795904448
465500 	 Reward:  7.996 	 Win Rate:  25.4 	 Completion:  68 	 Efficiency:  69 	 Duration:  0 	 Loss:  0.7054291367530823 	 LR:  [0.00013107200000000006] 	 Epsilon:  0.019262719795904448
466000 	 Reward:  8.586 	 Win Rate:  28.0 	 Completion:  70 	 Efficiency:  71 	 Duration:  0 	 Loss:  0.64348965883255 	 LR:  [0.00013107200000000006] 	 Epsilon:  0.019262719795904448
466500 	 Reward:  8.702 	 Win Rate:  29.2 	 Completion:  68 	 Efficiency:  71 	 Duration:  0 	 Loss:  0.5777677297592163 	 LR:  [0.00013107200000000006] 	 Epsilon:  0.019262719795904448
467000 	 Reward:  8.041 	 Win Rate:  22.0 	 Completion:  65 	 Efficiency:  68 	 Duration:  0 	 Loss:  0.5844270586967468 	 LR:  [0.00013107200000000006] 	 Epsilon:  0.018299583806109226
467500 	 Reward:  8.068 	 Win Rate:  24.8 	 Completion:  68 	 Efficiency:  70 	 Duration:  0 	 Loss:  0.6777658462524414 	 LR:  [0.00013107200000000006] 	 Epsilon:  0.018299583806109226
468000 	 Reward:  8.165 	 Win Rate:  25.0 	 Completion:  64 	 Efficiency:  67 	 Duration:  0 	 Loss:  0.6218878030776978 	 LR:  [0.00013107200000000006] 	 Epsilon:  0.018299583806109226
468500 	 Reward:  7.925 	 Win Rate:  23.6 	 Completion:  65 	 Efficiency:  69 	 Duration:  0 	 Loss:  0.7071993947029114 	 LR:  [0.00013107200000000006] 	 Epsilon:  0.018299583806109226
469000 	 Reward:  8.248 	 Win Rate:  25.0 	 Completion:  65 	 Efficiency:  69 	 Duration:  0 	 Loss:  0.6622775197029114 	 LR:  [0.00013107200000000006] 	 Epsilon:  0.018299583806109226
469500 	 Reward:  8.333 	 Win Rate:  26.8 	 Completion:  67 	 Efficiency:  69 	 Duration:  0 	 Loss:  0.6430814862251282 	 LR:  [0.00013107200000000006] 	 Epsilon:  0.018299583806109226
470000 	 Reward:  7.639 	 Win Rate:  26.0 	 Completion:  65 	 Efficiency:  68 	 Duration:  0 	 Loss:  0.7294766306877136 	 LR:  [0.00013107200000000006] 	 Epsilon:  0.018299583806109226
470500 	 Reward:  8.489 	 Win Rate:  28.8 	 Completion:  68 	 Efficiency:  70 	 Duration:  0 	 Loss:  0.6527006030082703 	 LR:  [0.00013107200000000006] 	 Epsilon:  0.018299583806109226
471000 	 Reward:  8.139 	 Win Rate:  25.4 	 Completion:  66 	 Efficiency:  69 	 Duration:  0 	 Loss:  0.6589664220809937 	 LR:  [0.00013107200000000006] 	 Epsilon:  0.018299583806109226
471500 	 Reward:  8.173 	 Win Rate:  26.6 	 Completion:  67 	 Efficiency:  69 	 Duration:  0 	 Loss:  0.6071007251739502 	 LR:  [0.00013107200000000006] 	 Epsilon:  0.018299583806109226
472000 	 Reward:  8.027 	 Win Rate:  25.2 	 Completion:  67 	 Efficiency:  69 	 Duration:  0 	 Loss:  0.669497549533844 	 LR:  [0.00013107200000000006] 	 Epsilon:  0.018299583806109226
472500 	 Reward:  8.087 	 Win Rate:  24.8 	 Completion:  66 	 Efficiency:  68 	 Duration:  0 	 Loss:  0.7132185697555542 	 LR:  [0.00013107200000000006] 	 Epsilon:  0.018299583806109226
473000 	 Reward:  8.039 	 Win Rate:  22.6 	 Completion:  66 	 Efficiency:  69 	 Duration:  0 	 Loss:  0.7245796918869019 	 LR:  [0.00013107200000000006] 	 Epsilon:  0.018299583806109226
473500 	 Reward:  8.353 	 Win Rate:  28.2 	 Completion:  66 	 Efficiency:  69 	 Duration:  0 	 Loss:  0.6475156545639038 	 LR:  [0.00013107200000000006] 	 Epsilon:  0.018299583806109226
474000 	 Reward:  7.439 	 Win Rate:  24.8 	 Completion:  65 	 Efficiency:  69 	 Duration:  0 	 Loss:  0.5878861546516418 	 LR:  [0.00013107200000000006] 	 Epsilon:  0.018299583806109226
474500 	 Reward:  8.723 	 Win Rate:  27.4 	 Completion:  68 	 Efficiency:  70 	 Duration:  0 	 Loss:  0.6899208426475525 	 LR:  [0.00013107200000000006] 	 Epsilon:  0.018299583806109226
475000 	 Reward:  8.361 	 Win Rate:  27.6 	 Completion:  68 	 Efficiency:  71 	 Duration:  0 	 Loss:  0.7223291993141174 	 LR:  [0.00013107200000000006] 	 Epsilon:  0.017384604615803764
